Sim,F_true,Nu2_true,Nu2_est,T_true,T_est,M21_true,M21_est,Theta,Loglik
4,0.3,0.25,0.2471334960611279,0.1,0.09893949095601917,0.5,0.3323056484132884,10014.741972987473,-5840.968113276398
5,0.3,0.25,0.24003898677823093,0.1,0.09702135446480456,0.5,0.3504759142338153,10072.97195017066,-5850.588564074025
6,0.3,0.25,0.2453391749087956,0.1,0.09589351178620349,0.5,0.3111679531525913,10010.899972826388,-7969.185495029542
7,0.3,0.25,0.2506378820898914,0.1,0.10113819266588873,0.5,0.3663174728067351,9982.457886141545,-5958.9188244241195
8,0.3,0.25,0.24583035446965779,0.1,0.10034225111681323,0.5,0.34915700310841347,9955.861871157025,-5878.510619067429
9,0.3,0.25,0.2461081801868024,0.1,0.09849239447812634,0.5,0.36210071536162963,10070.612125410564,-5923.01583949551
10,0.3,0.25,0.24517177714214688,0.1,0.10304421194665352,0.5,0.5030990438931927,9948.437348726982,-5867.950343859064
11,0.3,0.25,0.24763669590769538,0.1,0.10092696561367306,0.5,0.47463392115838526,9955.287336268984,-5867.612808970006
12,0.3,0.25,0.23018153648047304,0.1,0.09172772806808904,0.5,0.36233482600327366,10119.890303943124,-5853.660067547505
13,0.3,0.25,0.23948328991666837,0.1,0.09322457602208921,0.5,0.23012990881609488,9979.096673207923,-5874.738228751208
14,0.3,0.25,0.25272409258429196,0.1,0.1028289702281096,0.5,0.4716912206785217,9994.521941220191,-5961.262343230803
15,0.3,0.25,0.250002176398287,0.1,0.10038317539060658,0.5,0.5482688510263337,9912.362824239088,-5873.3471745647785
16,0.3,0.25,0.255060734892607,0.1,0.10195756798087209,0.5,0.4841297637773771,9930.07183029231,-6618.476038192486
17,0.3,0.25,0.23785940884458176,0.1,0.09539431517086812,0.5,0.3539558598520062,9991.970567151688,-6427.0435038941205
18,0.3,0.25,0.23344292627825158,0.1,0.0939344893114612,0.5,0.28365696405614227,10037.865784340205,-5886.094060964926
19,0.3,0.25,0.22950159190165617,0.1,0.09134168290124056,0.5,0.350942514550561,10145.112411631202,-5884.040098479654
20,0.3,0.25,0.2589134993434032,0.1,0.10288336765569744,0.5,0.5346220178757031,9987.04741311298,-5891.300558143209
1,0.3,0.25,0.23658187410590606,0.1,0.09600072692951966,1.0,0.9063685653762552,10062.561995208545,-5964.918953295859
2,0.3,0.25,0.2557088630558501,0.1,0.10240011427378146,1.0,0.7420225532135725,10060.170641388155,-5809.081545318502
3,0.3,0.25,0.25177709525752134,0.1,0.09806013402693849,1.0,0.5417638120901973,10026.338019242863,-5923.159046504246
4,0.3,0.25,0.23834093582396904,0.1,0.09510216804528121,1.0,0.8564121017467548,10084.879755214237,-7794.423091522555
5,0.3,0.25,0.24792686607800615,0.1,0.09658010365406332,1.0,0.7633065984615457,10073.560869019693,-5903.964052067697
6,0.3,0.25,0.24884691662117137,0.1,0.09848151839532762,1.0,0.7968965231445737,10020.72901794748,-5859.297959758687
7,0.3,0.25,0.24065648453662525,0.1,0.09435409428014079,1.0,0.6353151323562118,9939.343198384155,-5835.188007480983
8,0.3,0.25,0.24438724891149027,0.1,0.09846462034202046,1.0,0.8112824024596194,10111.800168806025,-6064.041023248331
9,0.3,0.25,0.24871277427955527,0.1,0.09792028049087326,1.0,0.8846570900424765,10010.369526521301,-5921.360994542413
10,0.3,0.25,0.24949360330151987,0.1,0.09809217833984582,1.0,0.9147325363766,9995.302462753267,-5821.848479039574
11,0.3,0.25,0.2461837890921681,0.1,0.0973901512044986,1.0,0.8464114762245343,9974.287063290036,-5865.694884542336
12,0.3,0.25,0.24958881395735877,0.1,0.09421551392301244,1.0,0.6582993816241252,10002.501018945397,-5894.803783000386
13,0.3,0.25,0.25837864167006974,0.1,0.09788062128841202,1.0,0.5790713363167493,9958.25780296665,-5841.930732199155
14,0.3,0.25,0.23402072560757883,0.1,0.09388872659938592,1.0,1.0533949542016818,10104.179007174604,-6364.183079217735
15,0.3,0.25,0.25642161046781703,0.1,0.10243898965656989,1.0,0.8862817398654143,9964.069009034469,-7535.46834744009
16,0.3,0.25,0.2398517165210202,0.1,0.09623625905618646,1.0,0.804315203457964,9970.152850648421,-5929.883219503504
17,0.3,0.25,0.22641441174183607,0.1,0.0869841895963868,1.0,0.8308587814708581,10120.73208559035,-5951.968291750508
18,0.3,0.25,0.2484968761478756,0.1,0.09740434781971263,1.0,0.7443480213637622,9924.206616249792,-5879.842945446235
19,0.3,0.25,0.24593067470565894,0.1,0.09902639759967675,1.0,0.8452450047393135,9985.897483943256,-5849.616759028015
20,0.3,0.25,0.24709542557602407,0.1,0.09886135674892316,1.0,0.7795245236480081,10030.199296365357,-6007.759046084699
1,0.3,0.25,0.2475078100985884,0.1,0.09775412809147382,1.5,1.5340286813278938,9973.645706252883,-5880.971634376616
2,0.3,0.25,0.24101334172857417,0.1,0.09270377224703169,1.5,1.1944007606261928,10030.043229914592,-6651.121554631686
3,0.3,0.25,0.25067575127669267,0.1,0.0974182927375067,1.5,1.2065727879589156,10024.069187050824,-8347.469053925866
